cwmt_16074	0	a	under very tough circumstances , we have covered an eventful course in the past two years .	在 非 常 艰 难 的 情 况 下 ， 我 们 在 过 去 两 年 中 已 经 涵 盖 了 一 个 多 事 的 过 程 。
cwmt_9812	0	a	alas ! before long will this body lay upon the ground , rejected , devoid of consciousness , like a worthless log .	唉 这 尸 体 不 久 就 会 躺 在 地 上 被 排 斥 没 有 意 识 就 像 无 用 的 日 志
cwmt_7734	0	a	i tried to calm him down , but he just looked at me and smirked .	我 试 图 让 他 冷 静 下 来 ， 但 是 他 只 是 看 着 我 傻 笑 。
cwmt_2229	1	a	the 鈥淓ast turkistan鈥 ? forces in china鈥檚 xinjiang and relevant countries plotted and organized a number of bloody incidents of terror and violence , including explosions , assassinations , arsons , poisonings and assaults , seriously jeopardizing the lives , property and security of the chinese people of various ethnic groups , and social stability in xinjiang , and posing a threat to the security and stability of the countries and regions concerned .	在 中 国 新 疆 和 有 关 国 家 ， “ 东 突 ” 势 力 策 划 、 组 织 了 一 系 列 爆 炸 、 暗 杀 、 纵 火 、 投 毒 、 袭 击 等 血 腥 恐 怖 暴 力 事 件 ， 严 重 危 害 了 中 国 各 族 人 民 群 众 的 生 命 财 产 安 全 和 社 会 稳 定 ， 并 对 有 关 国 家 和 地 区 的 安 全 与 稳 定 构 成 了 威 胁 。
cwmt_6302	1	a	the problem might be localized to specific application modules , or it might span the entire system .	这 些 问 题 可 能 是 局 部 出 现 在 某 个 模 块 上 , 也 可 能 出 现 在 整 个 系 统 上 .
cwmt_4332	1	a	everywhere in florida you see a lot of men and women of different ages getting excited about fishing .	在 佛 罗 里 达 州 的 任 何 地 方 ， 你 都 会 看 到 很 多 不 同 年 龄 段 的 男 人 和 女 人 对 钓 鱼 感 到 兴 奋 。
cwmt_1285	1	a	the couple lived happily after paying off debts for the rest of their lives .	这 对 夫 妇 在 偿 还 了 他 们 余 生 的 债 务 后 过 着 幸 福 的 生 活 。
cwmt_14865	0	a	for this purpose , china is ready to cooperate with the international community to actively participate in activities for climate change adaptation and formulation of relevant legal documents .	中 国 愿 与 国 际 社 会 合 作 ， 积 极 参 与 适 应 领 域 的 国 际 活 动 和 法 律 文 书 的 制 定 。
cwmt_11006	0	a	i was surprised when i found myself wearing maternity clothes well into the second month after my daughter 's birth .	当 我 发 现 自 己 在 女 儿 出 生 后 的 第 二 个 月 穿 着 时 我 感 到 惊 讶
cwmt_5269	1	a	and , uh ... i really hate my job right now .	我 现 在 真 的 很 讨 厌 我 的 工 作 。
cwmt_14017	0	a	many days , i try to humble myself and hold a 2-minute gratitude session .	许 多 日 子 我 努 力 谦 卑 自 己 并 举 行 一 次 感 恩 的 会 议
cwmt_13515	0	a	commercial-property derivatives , however , are gaining ground .	然 而 衍 生 物 正 在 获 得 应 用
cwmt_11143	0	a	told you they 'd pull it off .	告 诉 你 他 们 会 把 它
cwmt_5760	1	a	i cut down my mother 's old dress and made a suit out of it .	我 剪 下 了 我 母 亲 的 旧 衣 服 ， 并 从 中 取 出 了 一 套 西 装 。
cwmt_10668	0	a	i believe strongly that customer experience will be the key competitive differentiator in the next iteration of our economy .	我 坚 信 客 户 的 经 验 将 是 我 们 经 济 下 一 次 迭 代 中 的 关 键 竞 争
cwmt_7125	0	a	good thanks . i wanted to tell you that you are the pride of all the portuguese that live abroad .	挺 好 的 ， 谢 谢 。 我 是 想 告 诉 你 ， 你 是 所 有 海 外 葡 萄 牙 人 的 骄 傲 。
cwmt_13994	0	a	an on-line sweeping technique method was developed to the determination of benzoic acid in soy by micellar electrokinetic chromatography ( mekc ) .	采 用 色 谱 法 测 定 大 豆 中 酸
cwmt_807	1	a	enhanced nature conservation under the new nature conservation policy announced in november 2004 , 12 priority sites have been identified for enhanced conservation through public-private partnership ( ppp ) and management agreements with landowners ( ma ) .	增 强 自 然 保 护 根 据 2 0 0 4 年 1 1 月 宣 布 的 新 自 然 保 护 政 策 ， 已 确 定 1 2 个 优 先 选 址 ， 通 过 公 私 合 作 伙 伴 关 系 （ p p p ） 和 与 土 地 所 有 者 （ m a ） 的 管 理 协 议 加 强 保 护 。
cwmt_2356	1	a	easy apply with internet and easy access to meet modern computer and space time .	轻 松 应 用 互 联 网 ， 轻 松 访 问 ， 以 满 足 现 代 计 算 机 和 时 空 。
cwmt_10501	0	a	my daughter 's first bedroom had a fire-engine red accent wall . she was also the bouncing-off-the-walls type of baby .	我 女 儿 的 第 一 个 卧 室 有 一 个 的 红 色 口 音 墙 她 也 是 型 的 婴 儿
cwmt_10234	0	a	i 've had one that was 700 grams and took me a week to digest .	我 有 一 个 是 7 0 0 克 我 花 了 一 个 星 期 才 消 化
cwmt_15867	1	a	on second thought i 'm going with her .	我 考 虑 了 一 下 我 得 和 她 一 起 去 。
cwmt_14957	1	a	i play 'd a soft and doleful air ; i sing an old and moving story-- an old rude song , that suited well that ruin wild and hoary .	我 发 挥 着 柔 软 而 悲 伤 的 气 息 ; 我 唱 了 一 首 古 老 而 动 人 的 故 事 - 一 首 古 老 的 粗 鲁 的 歌 曲 ， 很 适 合 那 毁 灭 狂 野 和 古 怪 的 故 事 。
cwmt_14851	0	a	1 . small island developing states ( sids ) are a diverse group of countries with different resource endowments , different geographical situations in relation to major markets , and different land and sea areas .	1 。 小 岛 屿 发 展 中 国 家 （ s i d s ） 是 一 个 多 元 化 的 国 家 集 团 ， 拥 有 不 同 的 资 源 禀 赋 ， 与 主 要 市 场 相 关 的 不 同 地 理 位 置 以 及 不 同 的 陆 地 和 海 洋 区 域 。
cwmt_12065	0	a	pork was amazed and indignant .	猪 肉 , .
cwmt_5551	0	a	well , duh ! of course . naturally , i embellished a little bit . did you hear that finch had an affair with an older woman ?	好 吧 ， 呃 ！ 当 然 。 当 然 ， 我 点 缀 了 一 点 。 你 有 没 有 听 说 过 f i n c h 与 一 位 年 长 的 女 人 有 染 ？
cwmt_10613	0	a	now im dying , im afraid of nothing so i tell you the truth : i dont like the salty coffee , what a strange bad taste .	现 在 我 要 死 了 我 害 怕 什 么 也 没 告 诉 你 真 相 我 不 喜 欢 咸 的 咖 啡 多 么 奇 怪 的 味 道
cwmt_2154	0	a	the sky is full of stupendous flying-machines , dark as night , but picked out by lights with a yellowish glare .	天 空 中 满 是 惊 人 的 航 空 器 ， 黑 暗 如 夜 ， 只 能 用 微 黄 色 的 烁 光 来 鉴 别 。
cwmt_15617	1	a	this mysterious word was as much a part of my grandparents " house as the furniture .	这 个 神 秘 的 词 ， 像 祖 父 母 的 家 具 一 样 成 了 他 们 房 间 的 一 部 分 。
cwmt_6291	0	a	" dead ， your majesty ？ don 't say that ． you aren 't going to die ． "	“ 死 了 ， 陛 下 ？ 不 要 这 样 说 。 你 不 会 死 。 ”
cwmt_11032	0	a	zhao hang , born in hebei , is studying choreography in jilin college of arts .	生 于 河 北 , 正 在 研 究 吉 林 艺 术 学 院 的 舞 蹈 .
cwmt_1698	1	a	but my surfboard was finished , and so was my search for the perfect wave .	但 是 我 的 滑 板 却 彻 底 毁 了 ， 我 寻 找 完 美 海 浪 的 梦 也 就 这 样 结 束 了 。
cwmt_3987	1	a	any competent money manager knew those reasons a year ago - not just now .	任 何 有 能 力 的 资 金 经 理 都 知 道 一 年 前 的 原 因 - 而 不 仅 仅 是 现 在 。
cwmt_5866	1	a	a program may create many objects of the same class .	一 个 类 = ' p r o g r a m m a y c r e a t e 很 多 类 = ' 类 的 对 象 = ' 相 同 的 类 = ' 上 课 。
cwmt_13073	0	a	advertisementultimately , only one thing allowed them to start again from scratch - they uncovered the reason for keith 's ' insensitivity ' , his aloofness , the fact that he could see no future with sarah nor seemed to want one : keith has asperger 's syndrome ( as ) .	” “ 只 有 一 件 事 让 他 们 从 头 开 始 — — 他 们 发 现 了 基 思 ?
cwmt_10665	0	a	i still can 't believe that people watched golf before there were hd screens . was the ball even visible ?	我 仍 然 不 相 信 人 们 在 有 高 清 显 示 屏 之 前 观 看 高 尔 夫 球 是 否 可 见
cwmt_8472	0	a	his life had almost completed its span .	h i s 寿 命 有 几 乎 跨 越 c o m p l e t e d 它 的 s p a n 。
cwmt_14573	0	a	" 銆 ? hardy also said parents should keep in mind that each of their children has good and bad qualities .	“ 【 哈 迪 还 说 父 母 应 该 记 住 ， 他 们 的 每 个 孩 子 都 有 好 的 和 坏 的 品 质 。
cwmt_11551	0	a	a piece of paper that 's been underwater for 84 years and my team are able to preserve it intact .	一 张 长 达 8 4 年 的 水 下 文 件 我 的 团 队 能 够 保 持 它 的 完 整
cwmt_10772	0	a	when i first heard about this project , a couple friends pitched the book at me as a " devil wears prada " -like tale about shopping .	当 我 第 一 次 听 说 这 个 项 目 时 一 对 夫 妇 朋 友 把 这 本 书 当 作 “ 魔 鬼 ” 讲 述 了 普 拉 达 关 于 购 物 的 故 事
cwmt_4799	0	a	the problem with an awful lot of them is that they are based on polls of hundreds or thousands of girls .	这 些 问 题 的 答 案 都 是 基 于 成 千 上 百 的 女 孩 子 投 票 得 出 的 结 果 。
cwmt_12469	0	a	" do you not love me the best of them all ?	” “ 你 难 道 不 爱 我 吗
cwmt_16783	0	a	methods are found to take these materials out of the rubbish and use them again .	现 在 已 经 找 到 了 从 垃 圾 中 提 取 这 些 材 料 并 加 以 利 用 的 方 法 .
cwmt_11917	0	a	this is outrageous. she can 't do that .	这 是 她 不 能 这 样 做
cwmt_14586	0	a	that 's $ 5260 for the first class and $ 3180 for economy .	那 个 班 级 = ' $ 5 2 6 0 为 类 = ' f i r s t c l a s s 和 $ 3 1 8 0 对 于 第 9 类 经 济 。
cwmt_10147	0	a	that 's the real reason beijing has the coastal warship fleet america only wishes it had .	这 是 北 京 拥 有 沿 海 舰 队 美 国 的 真 正 原 因
cwmt_10995	0	a	it was their last class in the course that had been filled with a bunch of interesting vc and entrepreneurial guest lecturers .	这 是 他 们 最 后 一 堂 课 的 课 程 课 程 中 充 满 了 一 群 有 趣 的 v c 和 企 业 家 的 来 宾
cwmt_12466	0	a	leaving aside the error caused by the rules of origin , the us statistics over-estimated trade deficit against china by 7 billion us dollars in 1992 and 8.6 billion us dollars in 1993 , or the published us trade deficits against china in these two years were exaggerated by more than 60 % ( see table 2 ) , merely through neglecting entrepot trade and value added from entrepot trade alone .	除 了 原 产 地 规 则 所 造 成 的 错 误 外 1 9 9 2 年 美 方 统 计 对 华 贸 易 逆 差 为 7 亿 美 元 1 9 9 3 年 为 8 . 6 亿 美 元 或 者 2 0 多 年 来 公 布 的 美 国 对 华 贸 易 逆 差 被 以 上
cwmt_7198	1	a	kids will dream of exuberant discos and imagine the glitz and glamour of grown-up parties .	孩 子 们 借 此 可 以 无 限 遐 想 迪 斯 科 的 欢 腾 雀 跃 ， 憧 憬 成 人 聚 会 的 眩 目 浮 华 。
cwmt_12529	0	a	china ranks 100th in the world in terms of per-capita income , and accounts for 6 % of the global economy at market-exchange rates .	中 国 人 均 纯 收 入 居 世 界 首 位 占 全 球 经 济 的
cwmt_16898	0	a	yeah . my new advanced exercise class .	对 , 新 的 高 级 健 身 班 .
cwmt_8046	1	a	piracy has been a particularly stubborn problem in china , the world 's second-largest personal computer market by units sold .	盗 版 问 题 在 中 国 尤 其 棘 手 。 中 国 个 人 电 脑 市 场 的 销 量 居 全 球 第 二 。
cwmt_15342	1	a	" don 't mind what i said -- please don 't -- you won 't , now , will you ?	“ 不 要 介 意 我 说 的 话 - 请 不 要 - 你 好 吗 ， 现 在 ， 好 吗 ？
cwmt_14902	0	a	diet cures more than doctors .	饮 食 治 疗 比 医 生 更 多 。
cwmt_2245	1	a	" unable to answer , we walked the rest of the way in silence .	” 我 无 言 以 对 ， 余 下 的 路 我 们 在 沉 默 中 走 完 了 。
cwmt_7689	0	a	you ' re trying to get into cole ' s weight class , right ?	你 ' r e 试 图 分 类 = ' 进 入 c o l e ' s 重 量 等 级 ， r i g h t ？
cwmt_1261	1	a	so whoever attacked usis loaded for war .	所 以 攻 击 u s i s 的 人 都 会 加 入 战 争 。
cwmt_15290	0	a	by morning stormwind would be in a frenzy . the lord protector , brother to the notorious assassin , ardan tariq .	到 了 早 上 ， 暴 风 城 将 陷 入 疯 狂 。 主 保 护 者 ， 臭 名 昭 着 的 刺 客 的 兄 弟 ， a r d a n t a r i q 。
cwmt_712	0	a	we found the hut in a dirty state .	我 们 发 现 小 屋 处 于 肮 脏 的 状 态 。
cwmt_13236	0	a	when the drinks arrived ， the stranger did something that he wanted nobody to see except me .	当 饮 料 到 达 时 陌 生 人 做 了 一 些 他 不 想 看 到 的 东 西 除 了 我
cwmt_8710	1	a	my experience is that godly churches , doing the will of god revealed in the bible , have godly men teaching god 's word .	敬 虔 的 教 会 遵 行 圣 经 中 所 启 示 的 神 的 旨 意 ， 让 敬 虔 的 男 人 教 导 神 的 话 语 。
cwmt_14091	0	a	you just didn 't notice or care .	你 只 是 没 有 注 意 或 关 心
cwmt_2161	1	a	he intends to redistribute income from the middle class to poorer paid employees and pensioners .	他 意 图 把 中 产 阶 级 到 低 薪 雇 员 和 退 休 人 员 的 收 入 做 重 新 分 配 .
cwmt_13980	0	a	her hook shot can be canceled on landing .	她 的 钩 子 可 以 取 消 降 落 .
cwmt_2090	1	a	it 's not as if i 'm terminally ill . i am an athlete with a serious injury who has the capacity to make a complete recovery .	我 好 像 不 是 得 了 什 么 绝 症 ， 我 是 一 个 有 能 力 复 出 的 受 了 重 伤 的 运 动 员 。
cwmt_8154	1	a	the class consciousness of the workers make them unite in the struggle .	c l a s s 阶 级 意 识 = ' 工 人 阶 级 = ' m a k e 他 们 是 u n i t e 在 类 = ' 中 第 9 类 斗 争
cwmt_781	1	a	it drags at your heart till you can 't do anything , but look back .	那 会 一 直 关 联 着 你 的 心 ， 使 你 除 回 顾 之 外 不 能 做 任 何 事 。
cwmt_634	0	a	i gave the panel an overview of some of the cross-cutting thematic initiatives we are working on , including in natural disasters .	我 向 委 员 会 提 供 了 我 们 正 在 从 事 的 跨 领 域 议 题 项 目 的 一 些 概 述 ， 包 括 自 然 灾 害 。
cwmt_5675	0	a	continued falls in japanese investors鈥 ? appetite for investments abroad could prove a negative factor for overseas capital markets , since japanese households are huge net savers , holding y1,500,000bn ( $ 13,000bn ) in financial assets .	日 本 投 资 者 对 于 海 外 投 资 的 兴 趣 持 续 衰 减 ， 对 海 外 资 本 市 场 而 言 可 能 是 一 个 负 面 消 息 ， 因 为 日 本 家 庭 是 净 储 蓄 大 户 ， 总 计 持 有 1 5 0 0 兆 日 元 （ 合 1 3 万 亿 美 元 ） 的 金 融 资 产 。
cwmt_5913	1	a	we would like to reward you with a free seat in first class .	我 们 愿 意 奖 励 您 免 费 乘 坐 头 等 舱 的 座 位 .
cwmt_5305	0	a	77 . at the national level , the following non-governmental youth organizations have provided information on activities related to the tenth anniversary :	7 7 . 在 国 家 一 级 , 下 述 各 非 政 府 青 年 组 织 提 供 了 有 关 十 周 年 纪 念 活 动 的 资 料 :
cwmt_12994	0	a	and he overtook them , and he spake unto them these same words .	他 追 上 了 他 们 对 他 们 说 这 话
cwmt_6463	0	a	benefit : you gain proficiency and a + 2 feat bonus to damage rolls axes and hammers .	好 处 : 你 获 得 斧 类 和 锤 类 武 器 擅 长 , 并 在 伤 害 骰 上 有 + 2 专 长 加 值 .
cwmt_2151	1	a	i knew i had to be strong , to put my sense of loss to one side and my feelings elsewhere .	我 知 道 我 必 须 坚 强 ， 把 惘 然 和 眷 恋 的 情 绪 搁 在 一 边 。
cwmt_4558	1	a	steve had started doing it years earlier ; after he was kicked out of the company his successors carried the tradition forward .	史 蒂 夫 在 多 年 之 前 就 开 始 这 样 做 了 ， 后 来 被 赶 出 苹 果 公 司 后 ， 他 依 然 保 持 着 这 种 传 统 。
cwmt_6978	1	a	it was not improbable , so agitated was the multitude before them .	这 不 是 不 可 能 的 ， 所 以 在 他 们 面 前 是 众 人 的 激 动 。
cwmt_9013	0	a	the presence of alarm symptoms , though nonspecific , should mandate further investigations .	警 报 症 状 的 存 在 虽 然 是 非 特 异 性 的 ， 但 应 该 要 求 进 一 步 调 查 。
cwmt_2762	0	a	making sure that a class is designed with a single , well - focused purpose .	使 确 定 a c l a s s 是 用 设 计 s i n g l e ， 井 级 = ' 第 9 类 f o c u s 目 的 。
cwmt_15269	0	a	but still , you know , you can 't be too safe , you know ?	但 是 你 知 道 ， 也 不 能 太 放 心 ， 是 不 是 ？
cwmt_9289	0	a	but . i can 't remember . it 's too complicated for me . i 'm not mechanically inclined , you know .	但 我 不 记 得 对 我 来 说 太 复 杂 了 我 不 是 机 械 地 倾 向 你 知 道
cwmt_16769	1	a	then , students of every area in the country responded to the anti- imperialist and patriotic struggle in quick succession .	那 时 候 ， 各 地 学 生 纷 纷 响 应 北 京 学 生 的 反 帝 爱 国 斗 争 。
cwmt_2253	1	a	half august , september , half october , rainy , the sun being then come back .	8 月 下 旬 ， 9 月 ， 1 0 月 下 旬 ， 雨 季 ， 太 阳 再 回 来 。
cwmt_2901	1	a	i asked you if you wanted one .	我 问 了 你 要 不 要 一 片 的 。
cwmt_12644	0	a	" people are calling me champion even though i don 't have a belt yet .	尽 管 我 还 没 有 带 皮 带 但 人 们 都 称 我 为 冠 军
cwmt_9284	0	a	but , the face of " violence of online publico pinion " " non-rational online public opinion " , online public opinion have some problems .	但 是 面 对 “ ” 在 线 公 众 舆 论 的 “ 暴 力 ” 网 上 舆 论 也 有 一 些 问 题
cwmt_615	1	a	as i expected , the tidings is a great shock to the entire family .	正 如 我 所 预 料 的 ， 全 家 人 都 因 这 消 息 受 到 震 动 。
cwmt_16154	1	a	he had just drifted off to sleep when the phone rang .	电 话 响 了 ， 他 刚 刚 睡 着 了 。
cwmt_9651	0	a	older sharks did better and were more stealthy than younger , smaller sharks , demonstrating that learning was occurring , he said .	老 鲨 鱼 表 现 得 更 好 比 年 轻 的 小 鲨 鱼 更 隐 秘 表 明 学 习 正 在 发 生 他 说
cwmt_16713	0	a	all are in stable condition and did not require hospitalization .	所 有 人 都 处 于 稳 定 状 态 ， 不 需 要 住 院 治 疗 。
cwmt_14285	0	a	but it soared skywards again with a loud flap .	但 它 又 砰 地 一 声 了
cwmt_4704	1	a	the class is too large , we shall have to divide it .	这 个 班 太 大 了 , 我 们 得 拆 班 .
cwmt_1222	1	a	everything is fine with me ; there is no need for you to be concerned .	我 这 里 一 切 都 好 ， 不 用 挂 念 。
cwmt_1242	1	a	there are more boys in out class than in their class .	有 更 多 外 出 的 男 孩 而 不 是 在 类 = ' 他 们 的 等 级 = ' 上 课 。
cwmt_11384	0	a	how do you feel to know that he might-- i know that he 's told me that he never-- he doesn 't do that .	你 怎 么 想 知 道 他 是 怎 么 知 道 的 我 知 道 他 告 诉 我 他 不 知 道
cwmt_7965	1	a	the policeman twirled his club and took a step or two .	警 察 旋 转 他 的 俱 乐 部 ， 并 采 取 了 一 两 步 。
cwmt_12634	0	a	two years ago mr. chen 's 20-year-old daughter passed out while conducting a concert at a military facility .	两 年 前 陈 先 生 的 2 0 岁 女 儿 在 一 家 军 事 基 地 举 行 音 乐 会
cwmt_4318	0	a	under the heavy white shell of my helmet , the flies were beginning to bite .	尽 管 我 戴 着 沉 重 的 白 色 头 盔 , 蚊 子 还 是 不 停 来 叮 咬 .
cwmt_5631	0	a	i had not seen him personally , in person - i talked to him on the phone - since them .	我 亲 自 见 过 他 - 我 通 过 电 话 与 他 交 谈 - 因 为 他 们 。
cwmt_7650	1	a	it is also useful as reference in making the strategies for the portal ads as well as for various types of web sites .	分 析 结 果 对 门 户 网 站 广 告 以 及 网 络 广 告 战 略 的 制 定 具 有 一 定 的 参 考 意 义 。
cwmt_1160	0	a	although i am blameless , i have no concern for myself ; i despise my own life .	虽 然 我 无 可 指 责 ， 但 我 并 不 关 心 自 己 ; 我 鄙 视 自 己 的 生 活 。
cwmt_9348	0	a	i tried to keep a poker face even though i was scared to death when i went back to my doctor to hear the results of my lab tests .	我 试 图 保 持 一 张 扑 克 牌 的 脸 尽 管 当 我 回 到 我 的 医 生 那 里 听 我 实 验 室 测 试 的 结 果 时 我 害 怕 死
cwmt_4857	1	a	don 't you think you are ?	你 不 觉 得 你 不 是 吗 ？
cwmt_6630	1	a	present post : member , central board of excise and customs and additional secretary to the government of india , ministry of finance ( ret . ) .	现 职 ： 中 央 财 政 和 海 关 委 员 会 成 员 ， 财 政 部 印 度 政 府 补 充 秘 书 （ r e t 。 ） 。
cwmt_4780	1	a	i am fond of a diffident way which i see you to exhibit .	我 喜 欢 看 到 你 展 示 的 一 种 不 同 的 方 式 。
cwmt_7267	1	a	we stayed about a month in amritsar , and , towards the middle of april , started for the dalhousie hills .	我 们 在 阿 默 尔 特 萨 尔 呆 了 一 个 月 左 右 ， 近 四 月 中 旬 时 ， 就 向 达 尔 胡 西 山 进 发 。
cwmt_12619	0	a	here are a few take away points from this important research :	以 下 是 对 这 项 重 要 研 究 的 几 点 :
cwmt_8730	1	a	when i finally figured out what i was doing wrong i managed to set it for la , where he presumably was on his last birthday .	后 来 我 发 现 了 错 误 ， 于 是 将 地 点 改 换 到 了 洛 杉 矶 ， 这 应 该 是 他 上 个 生 日 时 候 所 处 的 地 方 。
cwmt_14236	0	a	so that i can easily under the tree .	所 以 我 很 容 易 在 树 下
cwmt_13642	1	a	it is indicated that combined chinese and western medicine has better effects .	结 果 表 明 中 西 医 结 合 治 疗 效 果 良 好
cwmt_15457	0	a	tdr has advanced and matured technology and process in treatment of leachate and it is the forthgoer and practitioner in domestic high standard treatment of leachate .	天 地 人 在 垃 圾 渗 滤 液 处 理 方 面 已 经 有 了 成 熟 的 工 艺 和 技 术 ， 是 国 内 垃 圾 渗 滤 液 高 标 准 处 理 的 先 行 者 和 实 践 者 。
cwmt_9508	0	a	clearly , i put him this high on the list due to his immense fame rather than his stunning knowledge of football talent .	显 然 我 把 他 放 在 名 单 上 原 因 是 他 的 而 不 是 他 对 足 球 天 赋 的
cwmt_10903	0	a	to beat a competitor by eliminating the middleman and selling directly to customers .	通 过 取 消 中 间 人 并 直 接 向 客 户 销 售 来 击 败 竞 争 对 手 .
cwmt_3405	1	a	in a world in which researchers must publish or perish , such indexes are the firing squads .	在 研 究 人 员 要 么 出 版 要 么 毁 灭 的 这 么 一 个 世 界 ， 这 些 指 数 就 像 着 火 的 叶 子 。
cwmt_8616	1	a	[ 68 ] / see report of the global conference on the sustainable development of small island developing states , bridgetown , barbados , 25 april-6 may 1994 ( united nations publication , sales no . e.94.i.8 and corrigendum ) .	1 . 在 1 9 9 5 年 5 月 2 5 日 第 8 次 全 体 会 议 上 , 理 事 会 根 据 其 议 事 规 则 第 1 , 第 2 和 第 4 条 决 定 于 1 9 9 7 年 1 月 2 7 日 至 2 月 7 日 在 内 罗 毕 举 行 第 十 九 届 会 议 。
